dbh,lat,lon,id,crown_spread,multistem,common,species,genus,genus_common,family,order
6,40.6684035,-73.9732024705,9428,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
21,40.6688284744,-73.973046553,9440,45,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
10,40.668515032,-73.9729375375,9471,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6688813556,-73.9730021862,9475,30,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
12,40.6686198335,-73.9732265554,9480,35,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6708062754,-73.9709193799,9502,10,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6685525298,-73.9728259867,9528,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.669011305,-73.9726604036,9584,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6719427521,-73.970257297,9696,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
15,40.6706941319,-73.9712606216,9698,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
22,40.6706892645,-73.9712905692,9707,45,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6719800677,-73.9702530187,9708,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6709979578,-73.9712783666,9752,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
20,40.670816523,-73.9713906788,9753,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6709530703,-73.9712976186,9773,12,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6709611825,-73.971304749,9782,12,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6711812933,-73.9709738996,9813,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6704964857,-73.9713720739,9846,12,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
12,40.6715636462,-73.9707671186,9873,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.6671308141,-73.9721492039,9986,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6684070947,-73.9721922441,9994,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
12,40.6704860962,-73.9706053406,10029,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6680236182,-73.9718875461,10054,20,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
11,40.6680492178,-73.9718547464,10065,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.6659642407,-73.9721490305,10092,30,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.6708198274,-73.9703870471,10099,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6679368081,-73.9719170869,10143,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
11,40.6671518563,-73.9720601335,10145,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
10,40.6684166354,-73.9718324758,10167,15,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6678227366,-73.9722137133,10194,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6665430989,-73.9718892812,10230,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.6670747518,-73.9717409696,10234,6,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
11,40.666853005,-73.9717552302,10265,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6679211692,-73.9722593477,10268,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
15,40.6668124414,-73.9717224305,10289,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
10,40.6668329936,-73.9717687779,10291,1,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
10,40.6678254408,-73.9719448982,10298,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6678167873,-73.9719320635,10300,10,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
13,40.6674998548,-73.9719142376,10305,40,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
12,40.6668335344,-73.9718878552,10316,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
15,40.6667891849,-73.9719227941,10326,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.6677773061,-73.9718172645,10330,12,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
19,40.6667475397,-73.9718878552,10336,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
20,40.6752602772,-73.9700102704,10347,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6749897247,-73.9702623975,10348,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6746642467,-73.9691868343,10350,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
10,40.6741330498,-73.9691222447,10355,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6749354266,-73.9702162105,10357,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6744259825,-73.9709836931,10363,12,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
17,40.6738767327,-73.9710078329,10364,35,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
11,40.6745788084,-73.9691358725,10371,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
11,40.6745238837,-73.969090275,10384,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
10,40.6731647354,-73.9707315661,10392,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
11,40.6745279522,-73.9691305081,10394,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
12,40.674611099,-73.9710373371,10402,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6742937561,-73.9710212439,10403,12,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
14,40.6744994728,-73.9691036861,10404,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
12,40.6744425138,-73.9690446776,10409,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6737628136,-73.9710131973,10410,8,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6743120644,-73.9709944219,10411,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
12,40.6742490025,-73.9710427015,10423,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
10,40.6751036417,-73.9701712026,10426,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
19,40.6745317634,-73.9709461423,10434,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6750283751,-73.9700907365,10436,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.675010067,-73.9701229229,10444,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
13,40.6742734135,-73.9690739651,10447,25,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
13,40.6741879748,-73.9710453838,10448,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6744951469,-73.9710212439,10449,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6737322995,-73.9709729643,10450,12,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6750222724,-73.9701443806,10451,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
21,40.6741879748,-73.9709863753,10457,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
15,40.6742449339,-73.9690444608,10458,30,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.6749797707,-73.9701641588,10462,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
23,40.6747209481,-73.9692429438,10464,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
15,40.6753274065,-73.9702007068,10465,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6745032839,-73.9710722058,10466,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6750080328,-73.9702168,10471,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.675250106,-73.970176567,10481,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6749494869,-73.9701620197,10483,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6741228785,-73.971088299,10488,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6749359674,-73.9701712892,10493,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6744992154,-73.9709461423,10496,18,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6741655979,-73.969033732,10507,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.6742713793,-73.9712009515,10516,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
15,40.6751850108,-73.9704233296,10519,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
13,40.674277482,-73.9711178032,10524,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
13,40.6751728054,-73.9704957491,10525,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
10,40.6739296236,-73.9710024685,10530,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
12,40.675231798,-73.970482338,10532,50,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6751199155,-73.9704662448,10537,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.6739153837,-73.9710453838,10540,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
14,40.6741472896,-73.9711231676,10543,35,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
10,40.6739092809,-73.9711473074,10550,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
13,40.6745012497,-73.9692241684,10551,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
12,40.6738136704,-73.9711526718,10557,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6746172017,-73.9709917397,10558,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
13,40.674461689,-73.9691515078,10561,2,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6737912934,-73.9711231676,10570,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
15,40.6744201371,-73.9691466013,10578,50,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
16,40.6737872249,-73.9711580362,10580,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
15,40.6744018288,-73.969221703,10588,50,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6738157046,-73.9712465489,10591,30,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6739954809,-73.9710873648,10594,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.6736733057,-73.9690927405,10611,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
20,40.6746884002,-73.9694065581,10613,50,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6751768739,-73.9703160415,10625,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6742245914,-73.9691544311,10627,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.673956069,-73.9711070744,10630,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.6752033188,-73.9703294525,10634,30,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6752338322,-73.9703509101,10646,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6669532199,-73.9712163656,10677,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
5,40.6668933663,-73.9712002034,10686,20,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
10,40.6667746505,-73.9705547016,10710,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
10,40.6667544589,-73.9705832231,10721,30,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6682104301,-73.9690151647,10860,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
18,40.6662634521,-73.968899098,10874,45,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
14,40.6707969567,-73.9689674395,10958,50,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
32,40.6689684976,-73.9693233554,10991,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6705513399,-73.9683138794,11045,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.670288292,-73.968217857,11049,8,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.670495816,-73.9683076997,11053,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6699555071,-73.9682784652,11054,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6711761609,-73.9688633935,11060,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.6703245269,-73.9681387098,11062,12,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6711743582,-73.9687654697,11070,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.6701157704,-73.9681173187,11081,6,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
13,40.6704042375,-73.9682073991,11105,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6703395439,-73.9684534718,11122,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
5,40.6713704565,-73.9692660968,11125,25,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.6703181815,-73.9683743246,11128,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6700667002,-73.9683500813,11140,30,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
26,40.670019108,-73.968306586,11152,50,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
4,40.6714391394,-73.9691341849,11155,15,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.6700228937,-73.9683458031,11162,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
11,40.6700180263,-73.9684064113,11172,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.6714321088,-73.9692767924,11174,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6702451709,-73.9683529335,11178,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6701224048,-73.9683964287,11181,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6699817913,-73.9685019583,11182,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
11,40.6694331255,-73.9687550865,11187,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
11,40.6701194303,-73.9684313676,11189,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.6701283538,-73.9683607769,11192,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.6694920755,-73.9687721994,11194,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6694644934,-73.9688028601,11197,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
18,40.6699417705,-73.9684278024,11198,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6694239314,-73.968820686,11199,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
10,40.6693958085,-73.9688142686,11200,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6694006759,-73.9687757646,11201,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
18,40.6688448367,-73.9668283566,11240,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6700575489,-73.9677669513,11244,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6688397889,-73.9667922294,11260,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
11,40.6711117811,-73.9685846862,11267,18,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
17,40.6687095687,-73.9667046049,11270,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
16,40.6686809046,-73.9667110223,11298,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.6681506166,-73.9663851643,11305,5,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6679661912,-73.9661805225,11314,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
15,40.670674018,-73.9683306241,11344,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6699930686,-73.9675182428,11358,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
13,40.6679233041,-73.9660679785,11365,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
17,40.668294516,-73.9664348517,11399,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
20,40.667905275,-73.9661567298,11417,65,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6678811176,-73.9661947585,11428,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.6691596491,-73.9669327477,11444,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6695655199,-73.9673039292,11445,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
11,40.6690859011,-73.9669612742,11451,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6695453024,-73.9672758427,11455,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6689876057,-73.9689652776,11487,12,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.669092166,-73.9689011043,11491,10,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6692241281,-73.9689063332,11504,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.66919925,-73.9689281997,11513,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6689984223,-73.9689614748,11523,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
23,40.6684174153,-73.9687644656,11537,45,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
15,40.6676759014,-73.9685170726,11538,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
32,40.6686907163,-73.9688162796,11540,40,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
10,40.667682752,-73.9685303826,11545,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6679486646,-73.9686520743,11571,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
14,40.6683139097,-73.9685013858,11572,10,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
10,40.6670897654,-73.9668392351,11574,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
18,40.6682792962,-73.9685099422,11577,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
10,40.6670918251,-73.9668702911,11581,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
21,40.6674332438,-73.9673538711,11609,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
20,40.6681660812,-73.9684581282,11636,35,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
22,40.6673632949,-73.967218394,11647,35,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
20,40.6676560705,-73.9685745909,11652,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
15,40.6687076624,-73.9688124768,11655,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
25,40.6680185309,-73.9683539932,11664,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6687308402,-73.968165672,11737,15,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6692073413,-73.9683339489,11738,10,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
6,40.6693353371,-73.9682017993,11764,5,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
19,40.6671672648,-73.9660284785,11838,35,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
17,40.6672761474,-73.9662374041,11844,1,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
17,40.6672234403,-73.9664238657,11846,50,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6670220408,-73.9665040009,11850,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6670880568,-73.9665021375,11863,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
12,40.6691540089,-73.9687387818,11912,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
19,40.6691669887,-73.9687449614,11918,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.668267405,-73.9672407694,11921,2,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6694977945,-73.9682420324,11929,10,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6680182897,-73.9677412425,11930,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
16,40.6693809761,-73.9684369293,11931,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
14,40.6679458175,-73.9676007741,11951,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
15,40.669206252,-73.9687322795,11957,45,Yes,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
12,40.6682490166,-73.967272143,11972,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
10,40.6679247969,-73.9665494859,11988,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
14,40.6668170497,-73.9674859872,12010,35,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
10,40.6674117989,-73.967098491,12012,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6678075852,-73.9672797945,12013,5,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6668186723,-73.9674539005,12024,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
17,40.6668787063,-73.9673597796,12042,35,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
26,40.6676419379,-73.9665416425,12045,40,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6670921602,-73.966711074,12047,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
23,40.6665834033,-73.9669904262,12052,45,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
18,40.667600834,-73.9663961829,12061,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
15,40.6665093069,-73.9670567387,12062,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.667581503,-73.9670909645,12078,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
11,40.6671446221,-73.966806621,12079,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
12,40.6666120683,-73.9670531735,12085,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6669235966,-73.967386875,12093,10,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
16,40.6675910989,-73.9664589302,12094,2,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
18,40.6675380964,-73.9663498354,12104,35,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
20,40.6669295459,-73.9673533623,12105,45,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
19,40.6675014585,-73.9670424779,12109,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
14,40.6668949317,-73.9672556762,12130,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
13,40.6676310911,-73.9671745027,12131,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6669214332,-73.9672563892,12138,10,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
15,40.6679832075,-73.967200489,12144,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
11,40.6676197334,-73.9671502594,12149,10,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6666493869,-73.9672549631,12150,10,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6677620044,-73.9662742535,12154,5,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
15,40.6669290652,-73.9668630302,12168,35,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
14,40.6678090574,-73.9663348616,12172,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
10,40.6678670774,-73.9672534122,12180,5,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6669041261,-73.9670652952,12184,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
19,40.6675348213,-73.9672194241,12188,30,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.6669138613,-73.9671237643,12191,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
12,40.6675253867,-73.9663847743,12192,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
16,40.6678032584,-73.9671806824,12194,20,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
9,40.6668533466,-73.9669421773,12197,10,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6675180552,-73.9672130068,12198,1,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
16,40.6682666059,-73.9669601954,12199,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
16,40.6678005542,-73.9671279176,12201,25,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
7,40.6668976961,-73.9668915517,12209,10,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
15,40.6675567555,-73.9664796082,12210,15,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
8,40.666399334,-73.9669174587,12211,1,No,Black Cherry,Prunus serotina,Prunus,,Rosaceae,Rosales
